Id,SalePrice
1461,104491.21659891079
1462,155096.32988976885
1463,171480.11922179133
1464,190233.840713051
1465,211602.47104891157
1466,168166.46530477767
1467,178841.5593970408
1468,159342.12108596985
1469,206033.99018385186
1470,112375.66052865007
1471,184182.57164798307
1472,98286.64620443642
1473,90066.69462055183
1474,142000.1565444673
1475,103911.82221735374
1476,344610.8864210249
1477,272414.55000792106
1478,305846.85840380006
1479,307251.5630869427
1480,423479.105163874
1481,324899.88872984675
1482,232445.99479470582
1483,168188.6973530359
1484,162861.57900147713
1485,186303.47695855552
1486,195414.58409513737
1487,320944.3548124898
1488,233900.38706895188
1489,198015.25361829958
1490,221363.96552879142
1491,193047.0565440236
1492,83495.6117797508
1493,217798.5078349018
1494,302259.87771962397
1495,295153.9197605628
1496,227420.6180412885
1497,170726.77093899302
1498,161983.76768167433
1499,157719.8232686679
1500,150511.2163166854
1501,184908.72782396647
1502,148916.11240269593
1503,269932.73995402525
1504,233464.234162725
1505,216992.44132555695
1506,196265.79962198407
1507,238139.0970717953
1508,190686.10861969675
1509,157792.34625765358
1510,142211.1538721038
1511,139049.57164351066
1512,171235.2124109162
1513,153243.25575416395
1514,155445.7607641386
1515,208196.07102307104
1516,154599.09613184878
1517,181619.84065407838
1518,117875.55874398114
1519,215884.8430373278
1520,126218.85454790285
1521,126530.80210470957
1522,184698.67533144812
1523,99062.0044258794
1524,122429.22627194216
1525,110366.23593844297
1526,94404.21809870357
1527,98539.27967159273
1528,141411.94723487657
1529,144549.43802213002
1530,208273.97467306114
1531,128892.7470269257
1532,91973.63377520071
1533,149233.70298583008
1534,134521.21415378244
1535,142816.87070894946
1536,98038.16058679805
1537,48740.31353546379
1538,172003.8428112362
1539,215515.5349265808
1540,123590.17519267708
1541,140665.88497532983
1542,134404.11822551518
1543,183973.72351249622
1544,72406.04147552684
1545,122255.1245532992
1546,136205.1037424161
1547,119276.54177465774
1548,138950.22927638554
1549,118332.45057513916
1550,135034.26595537117
1551,115661.6553687825
1552,135506.21446908292
1553,147927.31271336594
1554,124254.06499383398
1555,148278.8884846623
1556,84245.65899992191
1557,95330.11914886831
1558,107068.65859351083
1559,83755.85700905026
1560,123880.0894877933
1561,127258.18107229147
1562,126847.59421538634
1563,120151.47694216529
1564,153249.71642397018
1565,143098.21282456006
1566,236460.8692740604
1567,68533.25146504691
1568,219647.5223396293
1569,123885.65413251016
1570,140269.07969039885
1571,114285.63701569058
1572,142614.1299159631
1573,244014.16706617665
1574,135906.20744247717
1575,235715.03802171387
1576,235409.91927139202
1577,178871.38414140444
1578,151220.1682866994
1579,139654.5225909664
1580,187263.68407674844
1581,155855.71730762292
1582,128601.15105975678
1583,278438.6494970004
1584,214496.2088133232
1585,139089.49281863932
1586,49415.05950993823
1587,105141.88363396557
1588,163770.2456827869
1589,108478.56048696795
1590,135917.92994312206
1591,80128.60053630336
1592,136175.28586699252
1593,126699.55336326885
1594,148636.78813624638
1595,103993.12370386235
1596,228228.82585943703
1597,190921.56957439575
1598,208334.8810937734
1599,189452.2954173086
1600,169809.59639002004
1601,35900.52494045746
1602,119426.80962380668
1603,76774.86036709747
1604,270204.4214813914
1605,237051.04193886046
1606,164472.72261829898
1607,173801.32044489987
1608,206198.71930991026
1609,189522.3123354155
1610,146946.14589254823
1611,144919.27354967126
1612,167166.80844328168
1613,159130.26607147377
1614,138427.22397340345
1615,84620.41944333732
1616,65532.2899354815
1617,85627.45304831088
1618,118508.53540895226
1619,136724.59498671914
1620,171624.61516520835
1621,132027.92363352817
1622,143418.72433974766
1623,263164.3298168695
1624,207470.13733694257
1625,117367.87623570714
1626,182273.67232852982
1627,180212.15778237837
1628,282154.2327568158
1629,181772.3032941625
1630,341970.1419177973
1631,244585.6975433511
1632,255639.50372231338
1633,180007.42955656824
1634,187583.39332861602
1635,172978.60082501057
1636,150190.15646260884
1637,183295.2741716346
1638,189463.49921095083
1639,186862.182099009
1640,243632.41685430444
1641,185154.79732171146
1642,244256.545245847
1643,209985.2883629595
1644,225035.79542873034
1645,201032.80977410945
1646,163861.25272123536
1647,165526.45477677888
1648,123962.98657344072
1649,128696.44927047315
1650,116042.42780047191
1651,116542.42492403135
1652,100260.97200162135
1653,101611.36924329952
1654,140555.2940822399
1655,129061.21612493225
1656,132577.29448399282
1657,142777.1846509171
1658,143021.80649073
1659,119230.39262584553
1660,151409.004499587
1661,384398.760956894
1662,368559.5580128024
1663,348321.02788209036
1664,438435.34609582
1665,304799.6360934396
1666,331582.4685670112
1667,344188.6312832907
1668,329345.27124661184
1669,310257.43150561576
1670,330099.68750126945
1671,272339.97996246256
1672,381986.85311593243
1673,297027.76567900507
1674,262973.484783628
1675,211908.89799922274
1676,211672.5730912969
1677,228971.90005505117
1678,426720.08773632545
1679,367234.7381618195
1680,322667.70686463465
1681,265710.38404024445
1682,322710.7512359924
1683,209547.27843586495
1684,171532.69014107983
1685,173426.50996398818
1686,169057.86957421922
1687,175155.89866558617
1688,192794.45373847385
1689,194875.97130862417
1690,196025.36298457245
1691,187395.72856012493
1692,253853.9862036844
1693,171396.60160123132
1694,179216.9292134644
1695,165620.72230827532
1696,257359.65842281113
1697,174615.976308815
1698,336758.860039019
1699,316745.2453262495
1700,268520.23972320335
1701,285854.24959566793
1702,230784.78454905108
1703,228506.92411981366
1704,261566.07217232126
1705,241019.60997711855
1706,219293.7176728039
1707,220433.58229396908
1708,196130.61947651464
1709,245400.73904041026
1710,216109.85642451758
1711,256171.90708465423
1712,256107.1491336214
1713,254004.9151579786
1714,214471.0234534097
1715,202671.08169497346
1716,172159.19721180524
1717,174915.99374776028
1718,127391.67906398424
1719,217927.97922226563
1720,240717.10687875716
1721,157746.2901902154
1722,106123.72190028668
1723,144402.76231036356
1724,211477.47854645934
1725,232583.33779541572
1726,179433.31622538096
1727,148704.247797831
1728,169999.66956165995
1729,165997.01472106535
1730,173088.08663997104
1731,120193.4210310769
1732,118441.45811322927
1733,107167.25649351563
