Id,SalePrice
1461,109548.47650426664
1462,155376.53458234452
1463,174448.4756369477
1464,190019.92649626586
1465,209333.07168414173
1466,173214.1717923211
1467,178936.86239401193
1468,163505.7860755378
1469,206395.6605465731
1470,117646.10365188672
1471,185766.40685344665
1472,104630.85264817411
1473,96993.01369744675
1474,149337.43719571005
1475,111862.1659674782
1476,360253.9394436197
1477,255349.7409351811
1478,326845.56701567513
1479,324855.00160028395
1480,429674.9200227604
1481,308986.66834282223
1482,222412.9133078849
1483,172749.42198758866
1484,167936.06750709086
1485,187672.2302094999
1486,196274.64115612322
1487,337814.9442770275
1488,231671.6179838151
1489,193909.95975467574
1490,236433.81389143772
1491,195824.88756904093
1492,92965.68299854848
1493,214798.19920315722
1494,296390.04880804033
1495,295705.34656206716
1496,242489.4090231773
1497,175159.59479468944
1498,166595.10266763723
1499,164357.4179342117
1500,158795.5625289569
1501,184912.76333614677
1502,154138.68574825634
1503,272656.2284425452
1504,231082.59577293872
1505,214875.1781831623
1506,196288.20267911174
1507,236152.84619869056
1508,195162.47771620308
1509,160938.09321722388
1510,143640.0106633464
1511,142886.71583121293
1512,173126.22901155654
1513,158974.22085291045
1514,153640.815288568
1515,208838.61555392906
1516,158725.3098272538
1517,181693.95788183445
1518,126396.91056742589
1519,213163.2405487804
1520,128448.06693387333
1521,127834.95565100615
1522,181602.28222930667
1523,106705.44899476731
1524,119942.82122677483
1525,114641.50540988651
1526,98502.16947589073
1527,106353.47736298316
1528,144077.94287350264
1529,146269.24842154828
1530,204273.79475175228
1531,134118.22031798336
1532,95612.278421097
1533,150648.09968995134
1534,128866.32800161422
1535,144098.43548003497
1536,103434.266256557
1537,55888.31929847591
1538,173911.1240785617
1539,211923.14355418948
1540,119290.91004942374
1541,136639.08722211907
1542,132368.91163664218
1543,185913.45110642686
1544,80725.21284635995
1545,123427.39888074079
1546,136337.56714683265
1547,123982.81575111393
1548,138516.19872646563
1549,121451.56056151644
1550,138247.6867339611
1551,113850.85556220452
1552,140622.21789980168
1553,148457.21260793874
1554,126394.77498554123
1555,155862.273016909
1556,88092.23310789766
1557,99557.11210043468
1558,106822.25316697206
1559,80946.32650873331
1560,131801.10343351105
1561,132161.9841681418
1562,130752.09670832416
1563,120881.66466355443
1564,155923.6140020969
1565,147295.7064619159
1566,232626.59432603332
1567,75314.78565907024
1568,220241.13028646202
1569,123596.2013391625
1570,142772.65279380843
1571,117802.05836476298
1572,143336.34702061172
1573,238962.21855488035
1574,138582.1930797043
1575,232285.74415098195
1576,236397.36221897908
1577,181486.0707571501
1578,151059.07922830965
1579,140970.56348005502
1580,187330.9487992994
1581,154655.34489548672
1582,130903.83384653734
1583,263701.6667341788
1584,216298.1856317938
1585,142486.01936314217
1586,57225.291617843584
1587,104956.32478404163
1588,165829.36952232206
1589,105130.12328421643
1590,135180.49814516673
1591,83154.92396311295
1592,132480.2976259356
1593,130963.96364957117
1594,152458.50966302224
1595,109683.70373650886
1596,227583.65378979404
1597,192606.7497055902
1598,209861.72507683755
1599,190058.52933722807
1600,172828.0678216712
1601,45485.95967655594
1602,119353.21986164765
1603,83921.30582369663
1604,275173.9567812894
1605,234272.8840028705
1606,165967.41101713927
1607,175972.90287509977
1608,208019.80711754857
1609,187989.15885084638
1610,150610.6724191538
1611,146191.74705575284
1612,190972.13465233313
1613,161565.3480384636
1614,139574.21775481425
1615,87265.81157935332
1616,67174.48196041882
1617,86948.46788412349
1618,119925.12324199422
1619,143760.59744390094
1620,176766.77247647595
1621,137045.81882784684
1622,148046.4574133189
1623,256230.87125221302
1624,208388.81958569266
1625,116228.5612732442
1626,180309.23917161775
1627,180269.1377576563
1628,275983.3765175028
1629,183725.06355489543
1630,339918.0301681876
1631,231471.48493918782
1632,244939.88022976698
1633,181107.6330515408
1634,189671.19948077414
1635,178570.50614745816
1636,156799.89784154584
1637,186695.76629639123
1638,198292.87262634202
1639,187931.31453872024
1640,244078.91334867984
